merge_key,field,chosen_value,alternative_values,source_files
2010|mercury|mountaineer|46,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|mini|cooper|16,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|mini|cooper|turbo16,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|mitsubishi|eclipse|24,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|mitsubishi|eclipse|38,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|mitsubishi|endeavor|38,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|mitsubishi|galant|24,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|mitsubishi|lancer|2,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|mitsubishi|lancer|24,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|mitsubishi|lancer|turbo20,oil_capacity,5.1 liters with filter,5.1 liters with filter || 5.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|mitsubishi|outlander|24,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|mitsubishi|outlander|3,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|370z|37,oil_capacity,4.9 liters with filter,4.9 liters with filter || 5.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|altima|25,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|altima|35,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|armada|56,oil_capacity,6.5 liters with filter,6.5 liters with filter || 6.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|cube|18,oil_capacity,4.1 liters with filter,4.1 liters with filter || 4.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|frontier|25,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|frontier|4,oil_capacity,5.1 liters with filter,5.1 liters with filter || 5.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|gtr|turbo38,oil_capacity,5.5 liters with filter,5.5 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|maxima|35,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|murano|35,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|pathfinder|4,oil_capacity,5.1 liters with filter,5.1 liters with filter || 5.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|pathfinder|56,oil_capacity,6.5 liters with filter,6.5 liters with filter || 6.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|rogue|25,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|sentra|2,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|sentra|25,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|titan|56,oil_capacity,6.5 liters with filter,6.5 liters with filter || 6.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|versa|16,oil_capacity,3.0 liters with filter,3.0 liters with filter || 3.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|versa|18,oil_capacity,4.1 liters with filter,4.1 liters with filter || 4.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|nissan|xterra|4,oil_capacity,5.1 liters with filter,5.1 liters with filter || 5.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|pontiac|g3|16,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|pontiac|g6|24,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|pontiac|g6|35,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|pontiac|vibe|18,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|pontiac|vibe|24,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|porsche|911|36,oil_capacity,7.5 liters with filter,7.5 liters with filter || 7.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|porsche|911|38,oil_capacity,7.5 liters with filter,7.5 liters with filter || 7.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|porsche|911|turbo38,oil_capacity,7.5 liters with filter,7.5 liters with filter || 7.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|porsche|boxster|29,oil_capacity,7.5 liters with filter,7.5 liters with filter || 7.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|porsche|boxster|34,oil_capacity,7.5 liters with filter,7.5 liters with filter || 7.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|porsche|cayenne|36,oil_capacity,6.9 liters with filter,6.9 liters with filter || 7.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|porsche|cayenne|48,oil_capacity,9.5 liters with filter,10 qts. with filter || 9.5 liters with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|porsche|cayenne|turbo48,oil_capacity,9.5 liters with filter,10 qts. with filter || 9.5 liters with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|porsche|cayman|29,oil_capacity,7.5 liters with filter,7.5 liters with filter || 7.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|porsche|cayman|34,oil_capacity,7.5 liters with filter,7.5 liters with filter || 7.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|porsche|panamera|48,oil_capacity,9.0 liters with filter,9.0 liters with filter || 9.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|porsche|panamera|turbo48,oil_capacity,9.0 liters with filter,9.0 liters with filter || 9.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|saab|92x|turbo20,oil_capacity,6.0 liters with filter,6.0 liters with filter || 6.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|saab|93x|turbo20,oil_capacity,6.0 liters with filter,6.0 liters with filter || 6.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|saturn|aura|24,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|saturn|outlook|36,oil_capacity,5.2 liters with filter,5.2 liters with filter || 5.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|saturn|sky|24,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|saturn|sky|turbo20,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|saturn|vue|24,oil_capacity,5.2 liters with filter,5.2 liters with filter || 5.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|saturn|vue|35,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|saturn|vue|36,oil_capacity,5.2 liters with filter,5.2 liters with filter || 5.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|scion|tc|24,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|scion|xb|24,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|scion|xd|18,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|smart|fortwo|1,oil_capacity,3.3 liters with filter,3.3 liters with filter || 3.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|subaru|forester|25,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|subaru|forester|turbo25,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|subaru|impreza|25,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|subaru|impreza|turbo25,oil_capacity,4.0 liters with filter,4.0 liters with filter || 4.2 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|subaru|legacy|25,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|subaru|legacy|36,oil_capacity,6.3 liters with filter,6.3 liters with filter || 6.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|subaru|legacy|turbo25,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|subaru|outback|25,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|subaru|outback|36,oil_capacity,6.3 liters with filter,6.3 liters with filter || 6.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|subaru|tribeca|36,oil_capacity,6.5 liters with filter,6.5 liters with filter || 6.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|suzuki|equator|25,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|suzuki|equator|4,oil_capacity,5.1 liters with filter,5.1 liters with filter || 5.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|suzuki|grandvitara|24,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|suzuki|grandvitara|32,oil_capacity,6.0 liters with filter,6.0 liters with filter || 6.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|suzuki|kizashi|24,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|suzuki|sx4|2,oil_capacity,4.5 liters with filter,4.5 liters with filter || 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|4runner|27,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|4runner|4,oil_capacity,6.2 liters with filter,6.2 liters with filter || 6.6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|avalon|35,oil_capacity,6.1 liters with filter,6.1 liters with filter || 6.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|camry|24,oil_capacity,4.3 liters with filter,4.3 liters with filter || 4.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|camry|25,oil_capacity,4.4 liters with filter,4.4 liters with filter || 4.6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|camry|35,oil_capacity,6.1 liters with filter,6.1 liters with filter || 6.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|corolla|18,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|corolla|24,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|fjcruiser|4,oil_capacity,6.1 liters with filter,6.1 liters with filter || 6.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|highlander|27,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|highlander|33,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|highlander|35,oil_capacity,6.1 liters with filter,6.1 liters with filter || 6.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|landcruiser|57,oil_capacity,Blue marked dipstick . 7.0 liters . Green marked dipstick . 7.5 liters with filter,Blue marked dipstick . 7.0 liters . Green marked dipstick . 7.5 liters with filter || Blue marked dipstick 7.4 qts. Green marked dipstick 7.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|matrix|18,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|matrix|24,oil_capacity,3.8 liters with filter,3.8 liters with filter || 4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|prius|18,oil_capacity,4.2 liters with filter,4.2 liters with filter || 4.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|rav4|25,oil_capacity,4.4 liters with filter,4.4 liters with filter || 4.6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|rav4|35,oil_capacity,6.1 liters with filter,6.1 liters with filter || 6.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|sequoia|46,oil_capacity,7.5 liters with filter,7.5 liters with filter || 7.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|sequoia|57,oil_capacity,7.5 liters with filter,7.5 liters with filter || 7.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|sienna|35,oil_capacity,6.1 liters with filter,6.1 liters with filter || 6.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|tacoma|27,oil_capacity,5.7 liters with filter,5.7 liters with filter || 6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|tacoma|4,oil_capacity,All Wheel Drive . 5.2 liters . Rear Wheel Drive . 4.5 liters with filter,All Wheel Drive . 5.2 liters . Rear Wheel Drive . 4.5 liters with filter || All Wheel Drive 5.5 qts. Rear Wheel Drive 4.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|tundra|4,oil_capacity,5.2 liters with filter,5.2 liters with filter || 5.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|tundra|46,oil_capacity,7.5 liters with filter,7.5 liters with filter || 7.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|tundra|57,oil_capacity,7.5 liters with filter,7.5 liters with filter || 7.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|venza|27,oil_capacity,4.4 liters with filter,4.4 liters with filter || 4.6 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|venza|35,oil_capacity,6.1 liters with filter,6.1 liters with filter || 6.4 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|toyota|yaris|15,oil_capacity,3.7 liters with filter,3.7 liters with filter || 3.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|volkswagen|beetle|25,oil_capacity,6.0 liters with filter,6.0 liters with filter || 6.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|volkswagen|cc|36,oil_capacity,5.5 liters with filter,5.5 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|volkswagen|cc|turbo20,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|volkswagen|eos|turbo20,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|volkswagen|golf|25,oil_capacity,5.5 liters with filter,5.5 liters with filter || 5.8 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|volkswagen|golf|diesel20,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|volkswagen|gti|turbo20,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|volkswagen|jetta|25,oil_capacity,6.0 liters with filter,6.0 liters with filter || 6.3 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|volkswagen|jetta|diesel20,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|volkswagen|jetta|turbo20,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|volkswagen|passat|turbo20,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|volkswagen|routan|38,oil_capacity,4.7 liters with filter,4.7 liters with filter || 5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|volkswagen|routan|4,oil_capacity,5.2 liters with filter,5.2 liters with filter || 5.5 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|volkswagen|tiguan|turbo20,oil_capacity,4.6 liters with filter,4.6 liters with filter || 4.9 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
2010|volkswagen|touareg|36,oil_capacity,6.3 liters with filter,6.3 liters with filter || 6.7 qts. with filter,fulloilandfilter2022to2027;autolubespecsYmm.xlsx;yearmakemodel.json;completevehiclelist.xlsx-Sheet1.csv
